SourceType,SourceTypeLabel,Title,Url,LocalPath,Seq,StandardNo,StandardKey,StandardPage,MappingMethod,Confidence,InterpretationNo
interpretation,准则解释,关于印发《企业会计准则解释第19号》的通知,https://kjs.mof.gov.cn/zhengcefabu/202512/t20251218_3979556.htm,raw/standards/accounting/interpretations-pages/关于印发-企业会计准则解释第19号-的通知.html,,23,cas-23,concepts/accounting-standards/cas-23,html-standard-number,medium,19
interpretation,准则解释,关于印发《企业会计准则解释第19号》的通知,https://kjs.mof.gov.cn/zhengcefabu/202512/t20251218_3979556.htm,raw/standards/accounting/interpretations-pages/关于印发-企业会计准则解释第19号-的通知.html,,28,cas-28,concepts/accounting-standards/cas-28,html-standard-number,medium,19
interpretation,准则解释,关于印发《企业会计准则解释第19号》的通知,https://kjs.mof.gov.cn/zhengcefabu/202512/t20251218_3979556.htm,raw/standards/accounting/interpretations-pages/关于印发-企业会计准则解释第19号-的通知.html,,30,cas-30,concepts/accounting-standards/cas-30,html-standard-number,medium,19
interpretation,准则解释,关于印发《企业会计准则解释第19号》的通知,https://kjs.mof.gov.cn/zhengcefabu/202512/t20251218_3979556.htm,raw/standards/accounting/interpretations-pages/关于印发-企业会计准则解释第19号-的通知.html,,33,cas-33,concepts/accounting-standards/cas-33,html-standard-number,medium,19
interpretation,准则解释,关于印发《企业会计准则解释第19号》的通知,https://kjs.mof.gov.cn/zhengcefabu/202512/t20251218_3979556.htm,raw/standards/accounting/interpretations-pages/关于印发-企业会计准则解释第19号-的通知.html,,37,cas-37,concepts/accounting-standards/cas-37,html-standard-number,medium,19
interpretation,准则解释,关于印发《企业会计准则解释第20号》的通知,https://kjs.mof.gov.cn/zhengcefabu/202606/t20260615_3991686.htm,raw/standards/accounting/interpretations-pages/关于印发-企业会计准则解释第20号-的通知.html,,19,cas-19,concepts/accounting-standards/cas-19,html-standard-number,medium,20
interpretation,准则解释,关于印发《企业会计准则解释第20号》的通知,https://kjs.mof.gov.cn/zhengcefabu/202606/t20260615_3991686.htm,raw/standards/accounting/interpretations-pages/关于印发-企业会计准则解释第20号-的通知.html,,22,cas-22,concepts/accounting-standards/cas-22,html-standard-number,medium,20
interpretation,准则解释,关于印发《企业会计准则解释第20号》的通知,https://kjs.mof.gov.cn/zhengcefabu/202606/t20260615_3991686.htm,raw/standards/accounting/interpretations-pages/关于印发-企业会计准则解释第20号-的通知.html,,28,cas-28,concepts/accounting-standards/cas-28,html-standard-number,medium,20
application_case,应用案例,收入准则应用案例——运输服务,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/201812/t20181211_3088434.htm,raw/standards/accounting/application-cases-pages/001-收入准则应用案例-运输服务.html,,14,cas-14,concepts/accounting-standards/cas-14,title-topic-keyword,medium,
application_case,应用案例,收入准则应用案例——合同履约成本（酒店等服务行业的合同成本）,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/201812/t20181211_3088435.htm,raw/standards/accounting/application-cases-pages/002-收入准则应用案例-合同履约成本-酒店等服务行业的合同成本.html,,14,cas-14,concepts/accounting-standards/cas-14,title-topic-keyword,medium,
application_case,应用案例,收入准则应用案例——合同负债（电商平台预售购物卡）,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/201812/t20181211_3088436.htm,raw/standards/accounting/application-cases-pages/003-收入准则应用案例-合同负债-电商平台预售购物卡.html,,14,cas-14,concepts/accounting-standards/cas-14,title-topic-keyword,medium,
application_case,应用案例,收入准则应用案例——合同负债（涉及不同增值税率的储值卡）,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/201812/t20181211_3088437.htm,raw/standards/accounting/application-cases-pages/004-收入准则应用案例-合同负债-涉及不同增值税率的储值卡.html,,14,cas-14,concepts/accounting-standards/cas-14,title-topic-keyword,medium,
application_case,应用案例,收入准则应用案例——亏损合同案例,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/201812/t20181211_3088438.htm,raw/standards/accounting/application-cases-pages/005-收入准则应用案例-亏损合同案例.html,,14,cas-14,concepts/accounting-standards/cas-14,title-topic-keyword,medium,
application_case,应用案例,收入准则应用案例——定制软件开发服务的收入确认,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202007/t20200717_3551278.htm,raw/standards/accounting/application-cases-pages/006-收入准则应用案例-定制软件开发服务的收入确认.html,,14,cas-14,concepts/accounting-standards/cas-14,title-topic-keyword,medium,
application_case,应用案例,收入准则应用案例——药品实验服务的收入确认,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202007/t20200717_3551279.htm,raw/standards/accounting/application-cases-pages/007-收入准则应用案例-药品实验服务的收入确认.html,,14,cas-14,concepts/accounting-standards/cas-14,title-topic-keyword,medium,
application_case,应用案例,收入准则应用案例——保荐服务的收入确认,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202007/t20200717_3551280.htm,raw/standards/accounting/application-cases-pages/008-收入准则应用案例-保荐服务的收入确认.html,,14,cas-14,concepts/accounting-standards/cas-14,title-topic-keyword,medium,
application_case,应用案例,收入准则应用案例——主要责任人和代理人的判断,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202012/t20201211_3634020.htm,raw/standards/accounting/application-cases-pages/009-收入准则应用案例-主要责任人和代理人的判断.html,,14,cas-14,concepts/accounting-standards/cas-14,title-topic-keyword,medium,
application_case,应用案例,收入准则应用案例——合同变更与可变对价的判断,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/202012/t20201211_3634022.htm,raw/standards/accounting/application-cases-pages/055-收入准则应用案例-合同变更与可变对价的判断.html,,14,cas-14,concepts/accounting-standards/cas-14,url-category-slug,high,
application_case,应用案例,收入准则应用案例——基于客户销售额的可变对价,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/202012/t20201211_3634023.htm,raw/standards/accounting/application-cases-pages/056-收入准则应用案例-基于客户销售额的可变对价.html,,14,cas-14,concepts/accounting-standards/cas-14,url-category-slug,high,
application_case,应用案例,股份支付准则应用案例——以首次公开募股成功为可行权条件,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202105/t20210518_3704069.htm,raw/standards/accounting/application-cases-pages/012-股份支付准则应用案例-以首次公开募股成功为可行权条件.html,,11,cas-11,concepts/accounting-standards/cas-11,title-topic-keyword,medium,
application_case,应用案例,股份支付准则应用案例——“大股东兜底式”股权激励计划,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202105/t20210518_3704076.htm,raw/standards/accounting/application-cases-pages/013-股份支付准则应用案例-“大股东兜底式”股权激励计划.html,,11,cas-11,concepts/accounting-standards/cas-11,title-topic-keyword,medium,
application_case,应用案例,股份支付准则应用案例——授予限制性股票,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/gfzfyyal/202105/t20210518_3704082.htm,raw/standards/accounting/application-cases-pages/040-股份支付准则应用案例-授予限制性股票.html,,11,cas-11,concepts/accounting-standards/cas-11,url-category-slug,high,
application_case,应用案例,股份支付准则应用案例——授予日的确定,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/gfzfyyal/202105/t20210518_3704084.htm,raw/standards/accounting/application-cases-pages/041-股份支付准则应用案例-授予日的确定.html,,11,cas-11,concepts/accounting-standards/cas-11,url-category-slug,high,
application_case,应用案例,股份支付准则应用案例——实际控制人受让股份是否构成新的股份支付,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/gfzfyyal/202105/t20210518_3704086.htm,raw/standards/accounting/application-cases-pages/042-股份支付准则应用案例-实际控制人受让股份是否构成新的股份支付.html,,11,cas-11,concepts/accounting-standards/cas-11,url-category-slug,high,
application_case,应用案例,新冠肺炎疫情相关租金减让会计处理应用案例——租赁准则（财会〔2018〕35号）,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/zlzzyyal/202106/t20210610_3717388.htm,raw/standards/accounting/application-cases-pages/060-新冠肺炎疫情相关租金减让会计处理应用案例-租赁准则-财会〔2018〕35号.html,,21,cas-21,concepts/accounting-standards/cas-21,url-category-slug,high,
application_case,应用案例,新冠肺炎疫情相关租金减让会计处理应用案例——租赁准则（财会〔2006〕3号）（融资租赁）,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/zlzzyyal/202106/t20210610_3717396.htm,raw/standards/accounting/application-cases-pages/061-新冠肺炎疫情相关租金减让会计处理应用案例-租赁准则-财会〔2006〕3号-融资租赁.html,,21,cas-21,concepts/accounting-standards/cas-21,url-category-slug,high,
application_case,应用案例,新冠肺炎疫情相关租金减让会计处理应用案例——租赁准则（财会〔2006〕3号）（经营租赁）,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/zlzzyyal/202106/t20210610_3717398.htm,raw/standards/accounting/application-cases-pages/062-新冠肺炎疫情相关租金减让会计处理应用案例-租赁准则-财会〔2006〕3号-经营租赁.html,,21,cas-21,concepts/accounting-standards/cas-21,url-category-slug,high,
application_case,应用案例,PPP项目合同社会资本方会计处理应用案例——无形资产模式,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202108/t20210810_3744013.htm,raw/standards/accounting/application-cases-pages/020-PPP项目合同社会资本方会计处理应用案例-无形资产模式.html,,6,cas-06,concepts/accounting-standards/cas-06,title-topic-keyword,medium,
application_case,应用案例,PPP项目合同社会资本方会计处理应用案例——金融资产模式,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202108/t20210810_3744014.htm,raw/standards/accounting/application-cases-pages/021-PPP项目合同社会资本方会计处理应用案例-金融资产模式.html,,,unmapped,,unmapped,low,
application_case,应用案例,PPP项目合同社会资本方会计处理应用案例——混合模式,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202108/t20210810_3744016.htm,raw/standards/accounting/application-cases-pages/022-PPP项目合同社会资本方会计处理应用案例-混合模式.html,,,unmapped,,unmapped,low,
application_case,应用案例,资金集中管理会计处理应用案例,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202201/t20220124_3784577.htm,raw/standards/accounting/application-cases-pages/023-资金集中管理会计处理应用案例.html,,,unmapped,,unmapped,low,
application_case,应用案例,金融负债与权益工具的区分应用案例 ——对减资程序的考虑,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202209/t20220913_3839955.htm,raw/standards/accounting/application-cases-pages/024-金融负债与权益工具的区分应用案例-对减资程序的考虑.html,,37,cas-37,concepts/accounting-standards/cas-37,title-topic-keyword,medium,
application_case,应用案例,金融负债与权益工具的区分应用案例 ——中止和恢复回售权,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202209/t20220913_3839956.htm,raw/standards/accounting/application-cases-pages/025-金融负债与权益工具的区分应用案例-中止和恢复回售权.html,,37,cas-37,concepts/accounting-standards/cas-37,title-topic-keyword,medium,
application_case,应用案例,金融负债与权益工具的区分应用案例 ——补充协议导致发行人义务变化,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202209/t20220913_3839957.htm,raw/standards/accounting/application-cases-pages/026-金融负债与权益工具的区分应用案例-补充协议导致发行人义务变化.html,,37,cas-37,concepts/accounting-standards/cas-37,title-topic-keyword,medium,
application_case,应用案例,金融负债与权益工具的区分应用案例 ——发行人作为合同一方承担的义务,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202209/t20220913_3839959.htm,raw/standards/accounting/application-cases-pages/027-金融负债与权益工具的区分应用案例-发行人作为合同一方承担的义务.html,,37,cas-37,concepts/accounting-standards/cas-37,title-topic-keyword,medium,
application_case,应用案例,金融负债与权益工具的区分应用案例 ——投资者保护条款,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202209/t20220913_3839960.htm,raw/standards/accounting/application-cases-pages/028-金融负债与权益工具的区分应用案例-投资者保护条款.html,,37,cas-37,concepts/accounting-standards/cas-37,title-topic-keyword,medium,
application_case,应用案例,收入准则应用案例——标准化软件产品的收入确认时点,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/202301/t20230103_3861817.htm,raw/standards/accounting/application-cases-pages/057-收入准则应用案例-标准化软件产品的收入确认时点.html,,14,cas-14,concepts/accounting-standards/cas-14,url-category-slug,high,
application_case,应用案例,股份支付准则应用案例——企业将以现金结算的股份支付修改为以权益结算的股份支付,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/gfzfyyal/202302/t20230228_3869796.htm,raw/standards/accounting/application-cases-pages/043-股份支付准则应用案例-企业将以现金结算的股份支付修改为以权益结算的股份支付.html,,11,cas-11,concepts/accounting-standards/cas-11,url-category-slug,high,
application_case,应用案例,所得税准则应用案例——单项交易产生的资产和负债相关的递延所得税不适用初始确认豁免的会计处理,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/sdszzyyal/202304/t20230404_3877087.htm,raw/standards/accounting/application-cases-pages/054-所得税准则应用案例-单项交易产生的资产和负债相关的递延所得税不适用初始确认豁免的会计处理.html,,18,cas-18,concepts/accounting-standards/cas-18,url-category-slug,high,
application_case,应用案例,预期信用损失法应用案例（一）——以内部评级体系为基础,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/jrgjzzyy/202307/t20230717_3896707.htm,raw/standards/accounting/application-cases-pages/047-预期信用损失法应用案例-一-以内部评级体系为基础.html,,22,cas-22,concepts/accounting-standards/cas-22,url-category-slug,high,
application_case,应用案例,预期信用损失法应用案例（二）——不以内部评级体系为基础的简化方法,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/jrgjzzyy/202307/t20230717_3896711.htm,raw/standards/accounting/application-cases-pages/048-预期信用损失法应用案例-二-不以内部评级体系为基础的简化方法.html,,22,cas-22,concepts/accounting-standards/cas-22,url-category-slug,high,
application_case,应用案例,收入准则应用案例——预售商品房的收入确认,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/202310/t20231031_3914057.htm,raw/standards/accounting/application-cases-pages/058-收入准则应用案例-预售商品房的收入确认.html,,14,cas-14,concepts/accounting-standards/cas-14,url-category-slug,high,
application_case,应用案例,租赁准则应用案例——卖方兼承租人对包含非取决于指数或比率的可变租赁付款额的售后租回交易的会计处理,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/zlzzyyal/202312/t20231207_3920279.htm,raw/standards/accounting/application-cases-pages/063-租赁准则应用案例-卖方兼承租人对包含非取决于指数或比率的可变租赁付款额的售后租回交易的会计处理.html,,21,cas-21,concepts/accounting-standards/cas-21,url-category-slug,high,
application_case,应用案例,股份支付准则应用案例——股份支付的修改导致所授予权益工具的公允价值增加,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/gfzfyyal/202406/t20240620_3937581.htm,raw/standards/accounting/application-cases-pages/044-股份支付准则应用案例-股份支付的修改导致所授予权益工具的公允价值增加.html,,11,cas-11,concepts/accounting-standards/cas-11,url-category-slug,high,
application_case,应用案例,收入准则应用案例——充（供）电业务的收入确认,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/202504/t20250417_3962197.htm,raw/standards/accounting/application-cases-pages/059-收入准则应用案例-充-供-电业务的收入确认.html,,14,cas-14,concepts/accounting-standards/cas-14,url-category-slug,high,
application_case,应用案例,金融工具列报应用案例——指定为以公允价值计量且其变动计入其他综合收益的权益工具投资...,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202604/t20260430_3988929.htm,raw/standards/accounting/application-cases-pages/038-金融工具列报应用案例-指定为以公允价值计量且其变动计入其他综合收益的权益工具投资....html,,37,cas-37,concepts/accounting-standards/cas-37,title-topic-keyword,medium,
application_case,应用案例,金融工具列报应用案例——指定为以公允价值计量且其变动计入其他综合收益的权益工具投资...,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/202604/t20260430_3988929.htm,raw/standards/accounting/application-cases-pages/038-金融工具列报应用案例-指定为以公允价值计量且其变动计入其他综合收益的权益工具投资....html,,39,cas-39,concepts/accounting-standards/cas-39,title-topic-keyword,medium,
application_case,应用案例,企业合并准则应用案例——补偿性资产的会计处理,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/qyhbzzyyal/202606/t20260618_3991875.htm,raw/standards/accounting/application-cases-pages/053-企业合并准则应用案例-补偿性资产的会计处理.html,,20,cas-20,concepts/accounting-standards/cas-20,url-category-slug,high,
application_case,应用案例,金融负债与权益工具的区分应用案例 ——发行人作为合同一方承担的义务,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/jrgjzzyy/202209/t20220913_3839959.htm,raw/standards/accounting/application-cases-pages/045-金融负债与权益工具的区分应用案例-发行人作为合同一方承担的义务.html,,22,cas-22,concepts/accounting-standards/cas-22,url-category-slug,high,
application_case,应用案例,金融负债与权益工具的区分应用案例 ——投资者保护条款,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/jrgjzzyy/202209/t20220913_3839960.htm,raw/standards/accounting/application-cases-pages/046-金融负债与权益工具的区分应用案例-投资者保护条款.html,,22,cas-22,concepts/accounting-standards/cas-22,url-category-slug,high,
application_case,应用案例,金融工具列报应用案例——指定为以公允价值计量且其变动计入其他综合收益的权益工具投资的披露,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/jrgjzzyy/202604/t20260430_3988929.htm,raw/standards/accounting/application-cases-pages/049-金融工具列报应用案例-指定为以公允价值计量且其变动计入其他综合收益的权益工具投资的披露.html,,22,cas-22,concepts/accounting-standards/cas-22,url-category-slug,high,
implementation_qa,实施问答,问：企业在执行《企业会计准则第14号——收入》（财会〔2017〕22号）时，对于给予客户的现金折扣应当如何进行会计处理？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/srzzsswd/202012/t20201211_3634029.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-136.html,136,14,cas-14,concepts/accounting-standards/cas-14,title-standard-number,high,
implementation_qa,实施问答,问：企业在执行《企业会计准则第14号——收入》（财会〔2017〕22号）时，对于因转让商品收到的预收款及相关增值税应当使用什么会计科目？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/srzzsswd/202012/t20201211_3634031.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-137.html,137,14,cas-14,concepts/accounting-standards/cas-14,title-standard-number,high,
implementation_qa,实施问答,问：合同资产发生减值的，应当计入哪个会计科目？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/srzzsswd/202012/t20201211_3634035.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-138.html,138,14,cas-14,concepts/accounting-standards/cas-14,url-category-slug,high,
implementation_qa,实施问答,问：已执行《企业会计准则第22号——金融工具确认和计量》（财会〔2017〕7号）的企业，在首次执行《企业会计准则第14号——收入》（财会〔2017〕22号）时，是否需要对新产生的应收账款或合同资产的预期信用损失进行追溯调整？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/srzzsswd/202012/t20201211_3634036.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-139.html,139,22,cas-22,concepts/accounting-standards/cas-22,title-standard-number,high,
implementation_qa,实施问答,问：用于开发建造房屋建筑物的土地使用权是否满足《企业会计准则第17号——借款费用》（财会〔2006〕3号）关于“符合资本化条件的资产”的定义？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/jkwd/202012/t20201211_3634037.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-114.html,114,17,cas-17,concepts/accounting-standards/cas-17,title-standard-number,high,
implementation_qa,实施问答,问：企业对于当期直接减免的增值税，应当如何进行会计处理？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202012/t20201211_3634038.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-006.html,6,,unmapped,,unmapped,low,
implementation_qa,实施问答,问：小微企业达到增值税制度规定的免征增值税条件时，应当如何进行会计处理？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202012/t20201211_3634040.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-007.html,7,,unmapped,,unmapped,low,
implementation_qa,实施问答,问：企业缴纳残疾人就业保障金应当计入哪个会计科目？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202012/t20201211_3634041.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-008.html,8,,unmapped,,unmapped,low,
implementation_qa,实施问答,问：某国内企业的境外母公司在集团内实施股权激励计划且适用股份支付准则，该国内企业无结算义务，该国内企业应当如何对其员工享有的股权激励计划进行会计处理？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/gfzzsswd/202103/t20210302_3664183.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-110.html,110,11,cas-11,concepts/accounting-standards/cas-11,url-category-slug,high,
implementation_qa,实施问答,问：债务人以存货清偿债务方式进行的债务重组，是否应当作为存货销售进行会计处理？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202103/t20210302_3664186.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-010.html,10,1,cas-01,concepts/accounting-standards/cas-01,title-topic-keyword,medium,
implementation_qa,实施问答,问：债务人以存货清偿债务方式进行的债务重组，是否应当作为存货销售进行会计处理？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/zwcz/202103/t20210302_3664186.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-160.html,160,12,cas-12,concepts/accounting-standards/cas-12,url-category-slug,high,
implementation_qa,实施问答,问：债务重组的方式主要包括债务人以资产清偿债务、将债务转为权益工具、修改其他条款，以及前述一种以上方式的组合。企业如何判断所进行的债务重组是否属于将债务转为权益工具（“债转股”）方式？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/zwcz/202103/t20210302_3664187.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-161.html,161,12,cas-12,concepts/accounting-standards/cas-12,url-category-slug,high,
implementation_qa,实施问答,问：债务人能否在债务重组合同签署时确认债务重组损益？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/zwcz/202103/t20210302_3664190.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-162.html,162,12,cas-12,concepts/accounting-standards/cas-12,url-category-slug,high,
implementation_qa,实施问答,问：外币预收账款和预付账款是货币性项目还是非货币性项目，上述项目在资产负债表日是否...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202103/t20210302_3664191.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-013.html,13,,unmapped,,unmapped,low,
implementation_qa,实施问答,问：某租赁合同约定，初始租赁期为1年，如有一方撤销租赁将支付重大罚金，1年期满后，如...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202103/t20210302_3664192.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-014.html,14,21,cas-21,concepts/accounting-standards/cas-21,title-topic-keyword,medium,
implementation_qa,实施问答,问：某租赁合同约定，承租人租赁设备用于生产A产品，租赁期为5年，每年的租赁付款额按照...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202103/t20210302_3664195.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-015.html,15,21,cas-21,concepts/accounting-standards/cas-21,title-topic-keyword,medium,
implementation_qa,实施问答,问：某租赁合同变更导致租赁期缩短至1年以内，承租人应当如何进行会计处理？是否允许改按...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202103/t20210302_3664197.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-016.html,16,21,cas-21,concepts/accounting-standards/cas-21,title-topic-keyword,medium,
implementation_qa,实施问答,问：承租人于新冠肺炎疫情期间欠付租金，出租人应当如何进行会计处理？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202103/t20210302_3664201.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-017.html,17,,unmapped,,unmapped,low,
implementation_qa,实施问答,问：某企业执行《企业会计准则第22号——金融工具确认和计量》（财会〔2017〕7号）、《企...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202103/t20210302_3664202.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-018.html,18,22,cas-22,concepts/accounting-standards/cas-22,title-standard-number,high,
implementation_qa,实施问答,问：封闭式基金、理财产品、信托计划等寿命固定或可确定的结构化主体，是否符合持续经营...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202103/t20210302_3664205.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-019.html,19,,unmapped,,unmapped,low,
implementation_qa,实施问答,问：如果企业判断以“贷款基准利率”为基础确定利息的金融资产符合本金加利息的合同现金...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202103/t20210302_3664208.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-020.html,20,,unmapped,,unmapped,low,
implementation_qa,实施问答,问：某企业于资产负债表日对金融资产计提损失准备，资产负债表日至财务报告批准报出日之...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202103/t20210302_3664210.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-021.html,21,,unmapped,,unmapped,low,
implementation_qa,实施问答,问：企业应当如何判断某项投资的会计处理适用《企业会计准则第2号——长期股权投资》（财...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202103/t20210302_3664211.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-022.html,22,2,cas-02,concepts/accounting-standards/cas-02,title-standard-number,high,
implementation_qa,实施问答,问：企业支付永续债利息的会计处理是否与税务处理一致？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202103/t20210302_3664213.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-023.html,23,,unmapped,,unmapped,low,
implementation_qa,实施问答,问：在金融工具确认计量准则施行日，将原分类为可供出售金融资产的权益工具投资按照准则...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202103/t20210302_3664215.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-024.html,24,,unmapped,,unmapped,low,
implementation_qa,实施问答,问：企业从事的融资担保、信用证、信用保险等“财务担保合同”业务，应当适用保险合同相...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202103/t20210302_3664216.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-025.html,25,25,cas-25,concepts/accounting-standards/cas-25,title-topic-keyword,medium,
implementation_qa,实施问答,问：企业在非同一控制下的企业合并中确认的或有对价构成金融资产的，应当分类为何种金融...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202103/t20210302_3664218.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-026.html,26,20,cas-20,concepts/accounting-standards/cas-20,title-topic-keyword,medium,
implementation_qa,实施问答,问：企业按照管理金融资产的业务模式对相关金融资产进行分类，在评估确定管理金融资产的...,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202103/t20210302_3664220.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-027.html,27,,unmapped,,unmapped,low,
implementation_qa,实施问答,问：新冠肺炎疫情下，企业在应用预期信用损失法时应重点关注哪些问题？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/202103/t20210302_3664223.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-028.html,28,22,cas-22,concepts/accounting-standards/cas-22,title-topic-keyword,medium,
implementation_qa,实施问答,问：债权人和债务人以资产清偿债务方式进行债务重组的，债权人初始确认受让非金融资产时，应以放弃债权的公允价值和可直接归属于受让资产的其他成本作为受让资产初始计量成本。应当如何理解放弃债权公允价值与受让资产公允价值之间的关系？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/zwcz/202104/t20210425_3691695.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-163.html,163,12,cas-12,concepts/accounting-standards/cas-12,url-category-slug,high,
implementation_qa,实施问答,问：承租人偿还租赁负债本金和利息、支付预付租金以及租赁保证金所支付的现金在现金流量表中应当如何列报？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/zlzzsswd/202104/t20210425_3691861.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-155.html,155,21,cas-21,concepts/accounting-standards/cas-21,url-category-slug,high,
implementation_qa,实施问答,问：承租人发生的租赁资产改良支出及其导致的预计复原支出应当如何进行会计处理？,https://kjs.mof.gov.cn/zt/kjzzss/sswd/zlzzsswd/202104/t20210425_3691863.htm,raw/standards/accounting/implementation-qa-pages-v2/qa-156.html,156,21,cas-21,concepts/accounting-standards/cas-21,url-category-slug,high,
