article_id,title,source_role,parent_url,attachment_url,original_path,markdown_path,sha256,content_type,extraction_engine,extraction_status,classification,note
3744016,PPP项目合同社会资本方会计处理应用案例——混合模式,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/pppkjclyyal/202108/t20210810_3744016.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/pppkjclyyal/202108/P020230310440596066728.pdf,raw/_archive/standards/accounting/application-case-attachments/022-P020230310440596066728.pdf,raw/standards/accounting/application-case-attachments/022-P020230310440596066728.pdf.md,aff668b60fe10f69e13653030765f0ba1e22cab1fb506194fcea1bbe7b608418,application/pdf,pymupdf,ok,archived,
3991875,企业合并准则应用案例——补偿性资产的会计处理,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/qyhbzzyyal/202606/t20260618_3991875.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/qyhbzzyyal/202606/P020260618436842966610.pdf,raw/_archive/standards/accounting/application-case-attachments/039-P020260618436842966610.pdf,raw/standards/accounting/application-case-attachments/039-P020260618436842966610.pdf.md,7e637fd5371066f6f426f2c433d5e7b85a59b61b04222b4b620fbbc70d51b105,application/pdf,pymupdf,ok,archived,
3877087,所得税准则应用案例——单项交易产生的资产和负债相关的递延所得税不适用初始确认豁免的...,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/sdszzyyal/202304/t20230404_3877087.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/sdszzyyal/202304/P020230404313918413399.pdf,raw/_archive/standards/accounting/application-case-attachments/031-P020230404313918413399.pdf,raw/standards/accounting/application-case-attachments/031-P020230404313918413399.pdf.md,ce528610259152946576090f8f7acd1b504a5da264dec2d857cd2aeb71a0e200,application/pdf,pymupdf,ok,archived,
3088434,收入准则应用案例——运输服务,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/201812/t20181211_3088434.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/201812/P020181211522923749416.pdf,raw/_archive/standards/accounting/application-case-attachments/001-P020181211522923749416.pdf,raw/standards/accounting/application-case-attachments/001-P020181211522923749416.pdf.md,199edc703df70b48ca7c42f201a124737dae805baf08b1fb38d8c33f1b65c4b4,application/pdf,pymupdf,ok,archived,
3088435,收入准则应用案例——合同履约成本（酒店等服务行业的合同成本）,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/201812/t20181211_3088435.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/201812/P020181211523708550704.pdf,raw/_archive/standards/accounting/application-case-attachments/002-P020181211523708550704.pdf,raw/standards/accounting/application-case-attachments/002-P020181211523708550704.pdf.md,4d339b8f5b596f05df91ae10519aec08d449c2fd66e3872c0130de2b1a3e7544,application/pdf,pymupdf,ok,archived,
3088436,收入准则应用案例——合同负债（电商平台预售购物卡）,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/201812/t20181211_3088436.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/201812/P020181211523877443490.pdf,raw/_archive/standards/accounting/application-case-attachments/003-P020181211523877443490.pdf,raw/standards/accounting/application-case-attachments/003-P020181211523877443490.pdf.md,c5dc0b54a5d3df04d716a4659dd5f75e9f4686145340e2d22621ae01c9fc1898,application/pdf,pymupdf,ok,archived,
3088437,收入准则应用案例——合同负债（涉及不同增值税率的储值卡）,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/201812/t20181211_3088437.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/201812/P020181211524395747613.pdf,raw/_archive/standards/accounting/application-case-attachments/004-P020181211524395747613.pdf,raw/standards/accounting/application-case-attachments/004-P020181211524395747613.pdf.md,0e904d74b4d3262c006c8642c581d64b2f69e048ba1b2a140ad587f5ffecb361,application/pdf,pymupdf,ok,archived,
3088438,收入准则应用案例——亏损合同案例,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/201812/t20181211_3088438.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/201812/P020240401635602359694.pdf,raw/_archive/standards/accounting/application-case-attachments/005-P020240401635602359694.pdf,raw/standards/accounting/application-case-attachments/005-P020240401635602359694.pdf.md,3562bf185cb0534416cdc5a5c76eae2c585dd147722c34ccc419ca9f53bec3f7,application/pdf,pymupdf,ok,archived,
3551278,收入准则应用案例——定制软件开发服务的收入确认,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/202007/t20200717_3551278.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/202007/P020200717333926647357.pdf,raw/_archive/standards/accounting/application-case-attachments/006-P020200717333926647357.pdf,raw/standards/accounting/application-case-attachments/006-P020200717333926647357.pdf.md,02ba1f94dc83531a543c0e1bbc500107e9246237983a8414295d97bb0db62e37,application/pdf,pymupdf,ok,archived,
3551279,收入准则应用案例——药品实验服务的收入确认,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/202007/t20200717_3551279.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/202007/P020200717334522050658.pdf,raw/_archive/standards/accounting/application-case-attachments/007-P020200717334522050658.pdf,raw/standards/accounting/application-case-attachments/007-P020200717334522050658.pdf.md,9941d36b295903f4ede6b386236484d0064adb1dc1ef1fd7c96c4a259767979e,application/pdf,pymupdf,ok,archived,
3551280,收入准则应用案例——保荐服务的收入确认,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/202007/t20200717_3551280.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/202007/P020200717334934650137.pdf,raw/_archive/standards/accounting/application-case-attachments/008-P020200717334934650137.pdf,raw/standards/accounting/application-case-attachments/008-P020200717334934650137.pdf.md,2c9cbe7fbcad01170ead874becde7bbb5bc1d096321d27f49b079c0f684b0bc8,application/pdf,pymupdf,ok,archived,
3634020,收入准则应用案例——主要责任人和代理人的判断,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/202012/t20201211_3634020.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/202012/P020201211394278955107.pdf,raw/_archive/standards/accounting/application-case-attachments/009-P020201211394278955107.pdf,raw/standards/accounting/application-case-attachments/009-P020201211394278955107.pdf.md,090955b0fd7ef43221bf2f3dfb4f441e56fe4869fd99cdd8b0015aa4371c9fbf,application/pdf,pymupdf,ok,archived,
3634023,收入准则应用案例——基于客户销售额的可变对价,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/202012/t20201211_3634023.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/202012/P020201211394584441231.pdf,raw/_archive/standards/accounting/application-case-attachments/011-P020201211394584441231.pdf,raw/standards/accounting/application-case-attachments/011-P020201211394584441231.pdf.md,a04f7f413f0f0053f7e0916ee43bb99626b4b66384b808fafc05862a3838376e,application/pdf,pymupdf,ok,archived,
3634022,收入准则应用案例——合同变更与可变对价的判断,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/202012/t20201211_3634022.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/202012/P020201211508217975565.pdf,raw/_archive/standards/accounting/application-case-attachments/010-P020201211508217975565.pdf,raw/standards/accounting/application-case-attachments/010-P020201211508217975565.pdf.md,9f4ccbbf2d14219e65f478b84e293a5e956b8f3607b647070ee3a8b0f5a8741a,application/pdf,pymupdf,ok,archived,
3861817,收入准则应用案例——标准化软件产品的收入确认时点,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/202301/t20230103_3861817.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/202301/P020230103520876378094.pdf,raw/_archive/standards/accounting/application-case-attachments/029-P020230103520876378094.pdf,raw/standards/accounting/application-case-attachments/029-P020230103520876378094.pdf.md,e7f26c2294b3c52982d30440207aa84d99286f97111d6905a57089f05096c103,application/pdf,pymupdf,ok,archived,
3914057,收入准则应用案例——预售商品房的收入确认,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/202310/t20231031_3914057.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/202310/P020231031581964779044.pdf,raw/_archive/standards/accounting/application-case-attachments/034-P020231031581964779044.pdf,raw/standards/accounting/application-case-attachments/034-P020231031581964779044.pdf.md,162c71b4c002501091809fd045e199eb41d64e06f65a6a1f709492206c769a05,application/pdf,pymupdf,ok,archived,
3962197,收入准则应用案例——充（供）电业务的收入确认,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/202504/t20250417_3962197.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/srzzyy/202504/P020250417571764850748.pdf,raw/_archive/standards/accounting/application-case-attachments/037-P020250417571764850748.pdf,raw/standards/accounting/application-case-attachments/037-P020250417571764850748.pdf.md,881154d2e185b53162bb4587a0dba657d41971af8ec1d75acae3923721d0ed66,application/pdf,pymupdf,ok,archived,
3717396,新冠肺炎疫情相关租金减让会计处理应用案例——租赁准则（财会〔2006〕3号）（融资租赁）,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/zlzzyyal/202106/t20210610_3717396.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/zlzzyyal/202106/P020210610319603402537.pdf,raw/_archive/standards/accounting/application-case-attachments/018-P020210610319603402537.pdf,raw/standards/accounting/application-case-attachments/018-P020210610319603402537.pdf.md,011a77eecfed7b4171dbbdb92dc0c3440747fda609756e0a31c3f6ee4a67e5b3,application/pdf,pymupdf,ok,archived,
3717398,新冠肺炎疫情相关租金减让会计处理应用案例——租赁准则（财会〔2006〕3号）（经营租赁）,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/zlzzyyal/202106/t20210610_3717398.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/zlzzyyal/202106/P020210610320275018761.pdf,raw/_archive/standards/accounting/application-case-attachments/019-P020210610320275018761.pdf,raw/standards/accounting/application-case-attachments/019-P020210610320275018761.pdf.md,e8349722ddae163f6cf12ce2f226f08e5facd517c021faf79c336daebe52672f,application/pdf,pymupdf,ok,archived,
3717388,新冠肺炎疫情相关租金减让会计处理应用案例——租赁准则（财会〔2018〕35号）,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/zlzzyyal/202106/t20210610_3717388.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/zlzzyyal/202106/P020210615366657285815.pdf,raw/_archive/standards/accounting/application-case-attachments/017-P020210615366657285815.pdf,raw/standards/accounting/application-case-attachments/017-P020210615366657285815.pdf.md,c7756f665a5c73f16267043fb0227e9aff950c2cccb74b8a10827c27aeacce90,application/pdf,pymupdf,ok,archived,
3920279,租赁准则应用案例——卖方兼承租人对包含非取决于指数或比率的可变租赁付款额的售后租回...,substantive-attachment,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/zlzzyyal/202312/t20231207_3920279.htm,https://kjs.mof.gov.cn/zt/kjzzss/srzzzq/zlzzyyal/202312/P020231207298200718851.pdf,raw/_archive/standards/accounting/application-case-attachments/035-P020231207298200718851.pdf,raw/standards/accounting/application-case-attachments/035-P020231207298200718851.pdf.md,d014c791b27bf58eabeaf4ce7fd3e531713982cd6ddefe705bbaf3571b6ba11f,application/pdf,pymupdf,ok,archived,
,1．《中国注册会计师鉴证业务基本准则》应用指南,substantive-attachment,,https://www.cicpa.org.cn/xxfb/tzgg/202201/W020220120408257392816.pdf,raw/_archive/standards/audit/pdfs/001-1．-中国注册会计师鉴证业务基本准则-应用指南.pdf,raw/standards/audit/pdfs/001-1．-中国注册会计师鉴证业务基本准则-应用指南.pdf.md,a6edd9f14130015803dea56dfcee564f6adfc2fb74766c768fe9dd862a816c8a,application/pdf,existing-sidecar,ok,archived,CICPA direct-PDF CSV mapping
,2．《中国注册会计师审计准则第1101号——注册会计师的总体目标和审计工作的基本要求》应用指南,substantive-attachment,,https://www.cicpa.org.cn/xxfb/tzgg/202201/W020220120408257439069.pdf,raw/_archive/standards/audit/pdfs/002-2．-中国注册会计师审计准则第1101号-注册会计师的总体目标和审计工作的基本要求-应用指南.pdf,raw/standards/audit/pdfs/002-2．-中国注册会计师审计准则第1101号-注册会计师的总体目标和审计工作的基本要求-应用指南.pdf.md,ce6d853f5fab95e598408b00f1b4db2fc18b107e5c18ef3373851b7846832c15,application/pdf,existing-sidecar,ok,archived,CICPA direct-PDF CSV mapping
,3．《中国注册会计师审计准则第1111号——就审计业务约定条款达成一致意见》应用指南,substantive-attachment,,https://www.cicpa.org.cn/xxfb/tzgg/202201/W020220120408257440918.pdf,raw/_archive/standards/audit/pdfs/003-3．-中国注册会计师审计准则第1111号-就审计业务约定条款达成一致意见-应用指南.pdf,raw/standards/audit/pdfs/003-3．-中国注册会计师审计准则第1111号-就审计业务约定条款达成一致意见-应用指南.pdf.md,398d211341c155ca38a3ae6465cf148ee1af10310bf1efe2c4ab38097ecf4ff4,application/pdf,existing-sidecar,ok,archived,CICPA direct-PDF CSV mapping
,4.《中国注册会计师审计准则第1131号——审计工作底稿》应用指南,substantive-attachment,,https://www.cicpa.org.cn/xxfb/tzgg/202201/W020220120408257468010.pdf,raw/_archive/standards/audit/pdfs/004-4.-中国注册会计师审计准则第1131号-审计工作底稿-应用指南.pdf,raw/standards/audit/pdfs/004-4.-中国注册会计师审计准则第1131号-审计工作底稿-应用指南.pdf.md,34e549747ad0e81c6ca1e48a0398341aea07c86936004e0ec07ca640d737d935,application/pdf,existing-sidecar,ok,archived,CICPA direct-PDF CSV mapping
,5.《中国注册会计师审计准则第1142号——财务报表审计中对法律法规的考虑》应用指南,substantive-attachment,,https://www.cicpa.org.cn/xxfb/tzgg/202201/W020220120408257484865.pdf,raw/_archive/standards/audit/pdfs/005-5.-中国注册会计师审计准则第1142号-财务报表审计中对法律法规的考虑-应用指南.pdf,raw/standards/audit/pdfs/005-5.-中国注册会计师审计准则第1142号-财务报表审计中对法律法规的考虑-应用指南.pdf.md,8c2c7ff05a0d47197e530b97b72a2544d67cdbc3f13a51e9ab4dbdf7fc5f3ff3,application/pdf,existing-sidecar,ok,archived,CICPA direct-PDF CSV mapping
,6.《中国注册会计师审计准则第1151号——与治理层的沟通》应用指南,substantive-attachment,,https://www.cicpa.org.cn/xxfb/tzgg/202201/W020220120408257493271.pdf,raw/_archive/standards/audit/pdfs/006-6.-中国注册会计师审计准则第1151号-与治理层的沟通-应用指南.pdf,raw/standards/audit/pdfs/006-6.-中国注册会计师审计准则第1151号-与治理层的沟通-应用指南.pdf.md,62360c1197e50986aed444ff4d04d20ea1581df26beaec2d8e7e151ad1420665,application/pdf,existing-sidecar,ok,archived,CICPA direct-PDF CSV mapping
,7.《中国注册会计师审计准则第1201号——计划审计工作》应用指南,substantive-attachment,,https://www.cicpa.org.cn/xxfb/tzgg/202201/W020220120408257500998.pdf,raw/_archive/standards/audit/pdfs/007-7.-中国注册会计师审计准则第1201号-计划审计工作-应用指南.pdf,raw/standards/audit/pdfs/007-7.-中国注册会计师审计准则第1201号-计划审计工作-应用指南.pdf.md,4ab8270ef5043061de7b9ecbcab7e4342ebb9e064bf59d708c20b4f955f70520,application/pdf,existing-sidecar,ok,archived,CICPA direct-PDF CSV mapping
,8.《中国注册会计师审计准则第1211号——通过了解被审计单位及其环境识别和评估重大错报风险》应用指南,substantive-attachment,,https://www.cicpa.org.cn/xxfb/tzgg/202201/W020220120408257526416.pdf,raw/_archive/standards/audit/pdfs/008-8.-中国注册会计师审计准则第1211号-通过了解被审计单位及其环境识别和评估重大错报风险-应用指南.pdf,raw/standards/audit/pdfs/008-8.-中国注册会计师审计准则第1211号-通过了解被审计单位及其环境识别和评估重大错报风险-应用指南.pdf.md,8917712c99049e8a994b64ecf72850abf2107276df9b96b24ad588c552559dab,application/pdf,existing-sidecar,ok,archived,CICPA direct-PDF CSV mapping
,9.《中国注册会计师审计准则第1301号——审计证据》应用指南,substantive-attachment,,https://www.cicpa.org.cn/xxfb/tzgg/202201/W020220120408257541697.pdf,raw/_archive/standards/audit/pdfs/009-9.-中国注册会计师审计准则第1301号-审计证据-应用指南.pdf,raw/standards/audit/pdfs/009-9.-中国注册会计师审计准则第1301号-审计证据-应用指南.pdf.md,9e70e40c55ac46885059a6fd4edec5357be3f19df0610407c16940455056efcd,application/pdf,existing-sidecar,ok,archived,CICPA direct-PDF CSV mapping
,10.《中国注册会计师审计准则第1321号——审计会计估计（包括公允价值会计估计）和相关披露》应用指南,substantive-attachment,,https://www.cicpa.org.cn/xxfb/tzgg/202201/W020220120408257545194.pdf,raw/_archive/standards/audit/pdfs/010-10.-中国注册会计师审计准则第1321号-审计会计估计-包括公允价值会计估计-和相关披露-应用指南.pdf,raw/standards/audit/pdfs/010-10.-中国注册会计师审计准则第1321号-审计会计估计-包括公允价值会计估计-和相关披露-应用指南.pdf.md,97323cb5886c4050907245725f78c771340520944759c48563a90c98eab44555,application/pdf,existing-sidecar,ok,archived,CICPA direct-PDF CSV mapping
,11.《中国注册会计师审计准则第1411号——利用内部审计人员的工作》应用指南,substantive-attachment,,https://www.cicpa.org.cn/xxfb/tzgg/202201/W020220120408257555825.pdf,raw/_archive/standards/audit/pdfs/011-11.-中国注册会计师审计准则第1411号-利用内部审计人员的工作-应用指南.pdf,raw/standards/audit/pdfs/011-11.-中国注册会计师审计准则第1411号-利用内部审计人员的工作-应用指南.pdf.md,4cb0d8bddf076c7df81f0d8ffa77c0003186bf9c1aade189c974641c8fd70b9c,application/pdf,existing-sidecar,ok,archived,CICPA direct-PDF CSV mapping
,12.《中国注册会计师审计准则第1421号——利用专家的工作》应用指南,substantive-attachment,,https://www.cicpa.org.cn/xxfb/tzgg/202201/W020220120408257560388.pdf,raw/_archive/standards/audit/pdfs/012-12.-中国注册会计师审计准则第1421号-利用专家的工作-应用指南.pdf,raw/standards/audit/pdfs/012-12.-中国注册会计师审计准则第1421号-利用专家的工作-应用指南.pdf.md,6bbd3b45be3c45ca3ca6729230ec5f76c4f3511a1a65d358f834100d53eb8dd7,application/pdf,existing-sidecar,ok,archived,CICPA direct-PDF CSV mapping
,13.《中国注册会计师审计准则第1501号——对财务报表形成审计意见和出具审计报告》应用指南,substantive-attachment,,https://www.cicpa.org.cn/xxfb/tzgg/202201/W020220120408257578797.pdf,raw/_archive/standards/audit/pdfs/013-13.-中国注册会计师审计准则第1501号-对财务报表形成审计意见和出具审计报告-应用指南.pdf,raw/standards/audit/pdfs/013-13.-中国注册会计师审计准则第1501号-对财务报表形成审计意见和出具审计报告-应用指南.pdf.md,50ef5eddca94eb26af407ddc53dadc00214cdc025f4da63a9f73f27b5837e635,application/pdf,existing-sidecar,ok,archived,CICPA direct-PDF CSV mapping
,14.《中国注册会计师审计准则第1504号——在审计报告中沟通关键审计事项》应用指南,substantive-attachment,,https://www.cicpa.org.cn/xxfb/tzgg/202201/W020220120408257586524.pdf,raw/_archive/standards/audit/pdfs/014-14.-中国注册会计师审计准则第1504号-在审计报告中沟通关键审计事项-应用指南.pdf,raw/standards/audit/pdfs/014-14.-中国注册会计师审计准则第1504号-在审计报告中沟通关键审计事项-应用指南.pdf.md,846e25cf4472c417f86ecb7a3db0027ca0761d50a6b798ff86d8c8352172656b,application/pdf,existing-sidecar,ok,archived,CICPA direct-PDF CSV mapping
,15.《中国注册会计师审计准则第1521号——注册会计师对其他信息的责任》应用指南,substantive-attachment,,https://www.cicpa.org.cn/xxfb/tzgg/202201/W020220120408257590238.pdf,raw/_archive/standards/audit/pdfs/015-15.-中国注册会计师审计准则第1521号-注册会计师对其他信息的责任-应用指南.pdf,raw/standards/audit/pdfs/015-15.-中国注册会计师审计准则第1521号-注册会计师对其他信息的责任-应用指南.pdf.md,7870b8030e405e56bec9e24575891b186e522d22821f3a35674e7342172e3c87,application/pdf,existing-sidecar,ok,archived,CICPA direct-PDF CSV mapping
,1.中国注册会计师鉴证业务基本准则,substantive-attachment,,https://www.cicpa.org.cn/xxfb/tzgg/202201/W020220120411482600028.pdf,raw/_archive/standards/audit/pdfs/016-1.中国注册会计师鉴证业务基本准则.pdf,raw/standards/audit/pdfs/016-1.中国注册会计师鉴证业务基本准则.pdf.md,87dec872e038593f10571faa5b1fa56ce1c61d1897c2f7d24b9d1100d4b34494,application/pdf,existing-sidecar,ok,archived,CICPA direct-PDF CSV mapping
,2.中国注册会计师审计准则第1101号——注册会计师的总体目标和审计工作的基本要求,substantive-attachment,,https://www.cicpa.org.cn/xxfb/tzgg/202201/W020220120411482623217.pdf,raw/_archive/standards/audit/pdfs/017-2.中国注册会计师审计准则第1101号-注册会计师的总体目标和审计工作的基本要求.pdf,raw/standards/audit/pdfs/017-2.中国注册会计师审计准则第1101号-注册会计师的总体目标和审计工作的基本要求.pdf.md,9a583f88334ed36a8f96e8b46f6da1bebbbe150d596e3cbda2e296ac76f20ed4,application/pdf,existing-sidecar,ok,archived,CICPA direct-PDF CSV mapping
,3.中国注册会计师审计准则第1111号——就审计业务约定条款达成一致意见,substantive-attachment,,https://www.cicpa.org.cn/xxfb/tzgg/202201/W020220120411482630684.pdf,raw/_archive/standards/audit/pdfs/018-3.中国注册会计师审计准则第1111号-就审计业务约定条款达成一致意见.pdf,raw/standards/audit/pdfs/018-3.中国注册会计师审计准则第1111号-就审计业务约定条款达成一致意见.pdf.md,fef0fcf2ac4754d99c54dc33e371c82f413ba2fc11994fe1cbca1aa7886648e0,application/pdf,existing-sidecar,ok,archived,CICPA direct-PDF CSV mapping
,4.中国注册会计师审计准则第1131号——审计工作底稿,substantive-attachment,,https://www.cicpa.org.cn/xxfb/tzgg/202201/W020220120411482658012.pdf,raw/_archive/standards/audit/pdfs/019-4.中国注册会计师审计准则第1131号-审计工作底稿.pdf,raw/standards/audit/pdfs/019-4.中国注册会计师审计准则第1131号-审计工作底稿.pdf.md,1a54c765c79ecf0df0f20ae6fbac4366c73823dc603a63bd7be0a9fdced390c8,application/pdf,existing-sidecar,ok,archived,CICPA direct-PDF CSV mapping
,5.中国注册会计师审计准则第1151号——与治理层的沟通,substantive-attachment,,https://www.cicpa.org.cn/xxfb/tzgg/202201/W020220120411482668289.pdf,raw/_archive/standards/audit/pdfs/020-5.中国注册会计师审计准则第1151号-与治理层的沟通.pdf,raw/standards/audit/pdfs/020-5.中国注册会计师审计准则第1151号-与治理层的沟通.pdf.md,3aa61809df2d7a98a53692a01a969e6cf1dedef14f0bc594c823f84c94ace8f5,application/pdf,existing-sidecar,ok,archived,CICPA direct-PDF CSV mapping
,6.中国注册会计师审计准则第1201号——计划审计工作,substantive-attachment,,https://www.cicpa.org.cn/xxfb/tzgg/202201/W020220120411482670248.pdf,raw/_archive/standards/audit/pdfs/021-6.中国注册会计师审计准则第1201号-计划审计工作.pdf,raw/standards/audit/pdfs/021-6.中国注册会计师审计准则第1201号-计划审计工作.pdf.md,a573bdfe7940a2f444acfbf944d808f9bb650f4faf19bf0e074bff423fe6ea6b,application/pdf,existing-sidecar,ok,archived,CICPA direct-PDF CSV mapping
,7.中国注册会计师审计准则第1401号——对集团财务报表审计的特殊考虑,substantive-attachment,,https://www.cicpa.org.cn/xxfb/tzgg/202201/W020220120411482683551.pdf,raw/_archive/standards/audit/pdfs/022-7.中国注册会计师审计准则第1401号-对集团财务报表审计的特殊考虑.pdf,raw/standards/audit/pdfs/022-7.中国注册会计师审计准则第1401号-对集团财务报表审计的特殊考虑.pdf.md,4fc5eec430256f2e177152a20403005d1bb7598914c17ddc04328522a707df23,application/pdf,existing-sidecar,ok,archived,CICPA direct-PDF CSV mapping
,8.中国注册会计师审计准则第1411号——利用内部审计人员的工作,substantive-attachment,,https://www.cicpa.org.cn/xxfb/tzgg/202201/W020220120411482698102.pdf,raw/_archive/standards/audit/pdfs/023-8.中国注册会计师审计准则第1411号-利用内部审计人员的工作.pdf,raw/standards/audit/pdfs/023-8.中国注册会计师审计准则第1411号-利用内部审计人员的工作.pdf.md,9da8949086a1d8a595aca5571303ec20c4b032bfc77ce8d9433894fce22068c0,application/pdf,existing-sidecar,ok,archived,CICPA direct-PDF CSV mapping
,9.中国注册会计师审计准则第1421号——利用专家的工作,substantive-attachment,,https://www.cicpa.org.cn/xxfb/tzgg/202201/W020220120411482700622.pdf,raw/_archive/standards/audit/pdfs/024-9.中国注册会计师审计准则第1421号-利用专家的工作.pdf,raw/standards/audit/pdfs/024-9.中国注册会计师审计准则第1421号-利用专家的工作.pdf.md,5052c062c75b85df5a87b14c66e09cb79ac4833864f4a8be438752551ed23571,application/pdf,existing-sidecar,ok,archived,CICPA direct-PDF CSV mapping
,10.中国注册会计师审计准则第1501号——对财务报表形成审计意见和出具审计报告,substantive-attachment,,https://www.cicpa.org.cn/xxfb/tzgg/202201/W020220120411482710586.pdf,raw/_archive/standards/audit/pdfs/025-10.中国注册会计师审计准则第1501号-对财务报表形成审计意见和出具审计报告.pdf,raw/standards/audit/pdfs/025-10.中国注册会计师审计准则第1501号-对财务报表形成审计意见和出具审计报告.pdf.md,1a1ece27742c820e78f80393726509a8022c3c66df0006d97336d43aeeecd39f,application/pdf,existing-sidecar,ok,archived,CICPA direct-PDF CSV mapping
,11.中国注册会计师审计准则第1503号——在审计报告中增加强调事项段和其他事项段,substantive-attachment,,https://www.cicpa.org.cn/xxfb/tzgg/202201/W020220120411482721354.pdf,raw/_archive/standards/audit/pdfs/026-11.中国注册会计师审计准则第1503号-在审计报告中增加强调事项段和其他事项段.pdf,raw/standards/audit/pdfs/026-11.中国注册会计师审计准则第1503号-在审计报告中增加强调事项段和其他事项段.pdf.md,87e5e11988f4b41cf15dabf31d50de0d991d3df69956114da27a1e5376b70e5d,application/pdf,existing-sidecar,ok,archived,CICPA direct-PDF CSV mapping
,1.中国注册会计师审计准则第1211号——重大错报风险的识别和评估,substantive-attachment,,https://www.cicpa.org.cn/xxfb/tzgg/202301/W020230103596931322361.pdf,raw/_archive/standards/audit/pdfs/027-1.中国注册会计师审计准则第1211号-重大错报风险的识别和评估.pdf,raw/standards/audit/pdfs/027-1.中国注册会计师审计准则第1211号-重大错报风险的识别和评估.pdf.md,6c92876d1c8cd4f6fb01a80afe97529817d64298d7bfbbba66b4123d0477b391,application/pdf,existing-sidecar,ok,archived,CICPA direct-PDF CSV mapping
,2.中国注册会计师审计准则第1321号——会计估计和相关披露的审计,substantive-attachment,,https://www.cicpa.org.cn/xxfb/tzgg/202301/W020230103596931351468.pdf,raw/_archive/standards/audit/pdfs/028-2.中国注册会计师审计准则第1321号-会计估计和相关披露的审计.pdf,raw/standards/audit/pdfs/028-2.中国注册会计师审计准则第1321号-会计估计和相关披露的审计.pdf.md,edb020af0420f1b470a9d200e9c586c51001818f66d2390ab7dacfd993430f68,application/pdf,existing-sidecar,ok,archived,CICPA direct-PDF CSV mapping
63902,中国注册会计师审计准则第1101号等23项准则,substantive-attachment,https://www.cicpa.org.cn/xxfb/tzgg/202301/t20230103_63902.html,https://www.cicpa.org.cn/xxfb/tzgg/202301/W020231121556491370245.zip,raw/standards/audit/archives/2023-23-audit-standards.zip,raw/standards/audit/archives/2023-23-audit-standards,826b55cedaf1cc83d090a0c9d62866f42cf543ff98904cf5844a26e0dcf78ebb,application/zip,zipfile,ok,archived,Aggregate ZIP retained and expanded to 23 files
